Gene ID,Gene Type,Chrom,Gene Size
ENSG00000168878,Non-Cancer,AUTO,11427
ENSG00000184788,Non-Cancer,X,151674
ENSG00000144118,Non-Cancer,AUTO,54649
ENSG00000105404,Non-Cancer,AUTO,2709
ENSG00000101132,Non-Cancer,AUTO,20205
ENSG00000161956,Non-Cancer,AUTO,10094
ENSG00000155008,Non-Cancer,X,89490
ENSG00000102743,Non-Cancer,AUTO,20699
ENSG00000142615,Non-Cancer,AUTO,15363
ENSG00000170791,Non-Cancer,AUTO,7112
ENSG00000176222,Non-Cancer,AUTO,29022
ENSG00000274588,Non-Cancer,X,105329
ENSG00000005486,Non-Cancer,AUTO,46324
ENSG00000197776,Non-Cancer,AUTO,60047
ENSG00000105409,Non-Cancer,AUTO,30915
ENSG00000158417,Non-Cancer,AUTO,63973
ENSG00000237412,Non-Cancer,AUTO,5253
ENSG00000007520,Non-Cancer,AUTO,2671
ENSG00000160202,Non-Cancer,AUTO,3797
ENSG00000007314,Non-Cancer,AUTO,34364
ENSG00000143952,Non-Cancer,AUTO,126926
ENSG00000132906,Non-Cancer,AUTO,35702
ENSG00000119630,Non-Cancer,AUTO,13950
ENSG00000165886,Non-Cancer,AUTO,72341
ENSG00000124459,Non-Cancer,AUTO,22649
ENSG00000181827,Non-Cancer,AUTO,155986
ENSG00000088448,Non-Cancer,AUTO,36529
ENSG00000168329,Non-Cancer,AUTO,18241
ENSG00000158863,Non-Cancer,AUTO,15739
ENSG00000152147,Non-Cancer,AUTO,33466
ENSG00000150656,Non-Cancer,AUTO,52772
ENSG00000179934,Non-Cancer,AUTO,3805
ENSG00000105656,Non-Cancer,AUTO,79464
ENSG00000177706,Non-Cancer,AUTO,67776
ENSG00000166159,Non-Cancer,AUTO,16485
ENSG00000115568,Non-Cancer,AUTO,21739
ENSG00000142405,Non-Cancer,AUTO,30791
ENSG00000275793,Non-Cancer,AUTO,6104
ENSG00000184923,Non-Cancer,AUTO,11460
ENSG00000168542,Non-Cancer,AUTO,38426
ENSG00000004864,Non-Cancer,AUTO,201927
ENSG00000167283,Non-Cancer,AUTO,30342
ENSG00000052126,Non-Cancer,AUTO,246648
ENSG00000196313,Non-Cancer,AUTO,72075
ENSG00000135951,Non-Cancer,AUTO,157703
ENSG00000169955,Non-Cancer,AUTO,4980
ENSG00000185049,Non-Cancer,AUTO,59189
ENSG00000101134,Non-Cancer,AUTO,175574
ENSG00000244219,Non-Cancer,AUTO,12747
ENSG00000072958,Non-Cancer,AUTO,48329
ENSG00000169957,Non-Cancer,AUTO,2820
ENSG00000196998,Non-Cancer,X,29700
ENSG00000103313,Non-Cancer,AUTO,14599
ENSG00000110344,Non-Cancer,AUTO,39626
ENSG00000124588,Non-Cancer,AUTO,40882
ENSG00000187616,Non-Cancer,AUTO,14026
ENSG00000006740,Non-Cancer,AUTO,202104
ENSG00000154822,Non-Cancer,AUTO,287943
ENSG00000169223,Non-Cancer,AUTO,20290
ENSG00000169951,Non-Cancer,AUTO,4734
ENSG00000214860,Non-Cancer,AUTO,11985
ENSG00000074582,Non-Cancer,AUTO,4679
ENSG00000160813,Non-Cancer,AUTO,1283
ENSG00000221909,Non-Cancer,AUTO,12228
ENSG00000133985,Non-Cancer,AUTO,33573
ENSG00000124743,Non-Cancer,AUTO,17807
ENSG00000162878,Non-Cancer,AUTO,10508
ENSG00000128250,Non-Cancer,AUTO,3872
ENSG00000154127,Non-Cancer,AUTO,158798
ENSG00000128242,Non-Cancer,AUTO,19952
ENSG00000099957,Non-Cancer,AUTO,19022
ENSG00000148154,Non-Cancer,AUTO,38603
ENSG00000119718,Non-Cancer,AUTO,9455
ENSG00000100285,Non-Cancer,AUTO,11160
ENSG00000197859,Non-Cancer,AUTO,43355
ENSG00000141519,Non-Cancer,AUTO,63981
ENSG00000101407,Non-Cancer,AUTO,50461
ENSG00000165887,Non-Cancer,AUTO,11385
ENSG00000104299,Non-Cancer,AUTO,122581
ENSG00000096070,Non-Cancer,AUTO,36046
ENSG00000071677,Non-Cancer,AUTO,601
ENSG00000090661,Non-Cancer,AUTO,55685
ENSG00000104321,Non-Cancer,AUTO,55700
ENSG00000163683,Non-Cancer,AUTO,92760
ENSG00000187605,Non-Cancer,AUTO,121772
ENSG00000186407,Non-Cancer,AUTO,13851
ENSG00000135902,Non-Cancer,AUTO,10674
ENSG00000198225,Non-Cancer,AUTO,1578
ENSG00000124839,Non-Cancer,AUTO,27292
ENSG00000215375,Non-Cancer,AUTO,8453
ENSG00000146166,Non-Cancer,AUTO,44026
ENSG00000115896,Non-Cancer,AUTO,767879
ENSG00000179168,Non-Cancer,AUTO,3817
ENSG00000109814,Non-Cancer,AUTO,29556
ENSG00000159905,Non-Cancer,AUTO,16486
ENSG00000130024,Non-Cancer,AUTO,21661
ENSG00000128944,Non-Cancer,AUTO,11525
ENSG00000258817,Non-Cancer,AUTO,1028
ENSG00000221954,Non-Cancer,AUTO,1062
ENSG00000172939,Non-Cancer,AUTO,90399
ENSG00000203795,Non-Cancer,AUTO,2410
ENSG00000178860,Non-Cancer,AUTO,2919
ENSG00000127511,Non-Cancer,AUTO,50953
ENSG00000109758,Non-Cancer,AUTO,7608
ENSG00000179988,Non-Cancer,AUTO,43132
ENSG00000065413,Non-Cancer,AUTO,344156
ENSG00000159723,Non-Cancer,AUTO,1242
ENSG00000101825,Non-Cancer,X,38076
ENSG00000185955,Non-Cancer,AUTO,7656
ENSG00000169020,Non-Cancer,AUTO,1902
ENSG00000125861,Non-Cancer,AUTO,4107
ENSG00000166925,Non-Cancer,AUTO,15920
ENSG00000170465,Non-Cancer,AUTO,5269
ENSG00000099960,Non-Cancer,AUTO,4122
ENSG00000067221,Non-Cancer,AUTO,15699
ENSG00000167601,Non-Cancer,AUTO,42563
ENSG00000171160,Non-Cancer,AUTO,18947
ENSG00000169026,Non-Cancer,AUTO,7612
ENSG00000184436,Non-Cancer,AUTO,3092
ENSG00000119965,Non-Cancer,AUTO,23500
ENSG00000205420,Non-Cancer,AUTO,6083
ENSG00000173208,Non-Cancer,AUTO,69718
ENSG00000185127,Non-Cancer,AUTO,2666
ENSG00000185414,Non-Cancer,AUTO,16547
ENSG00000241935,Non-Cancer,AUTO,28479
ENSG00000204920,Non-Cancer,AUTO,30463
ENSG00000217128,Non-Cancer,AUTO,155349
ENSG00000133665,Non-Cancer,AUTO,23328
ENSG00000095574,Non-Cancer,AUTO,18011
ENSG00000065665,Non-Cancer,AUTO,40324
ENSG00000130950,Non-Cancer,AUTO,10448
ENSG00000144659,Non-Cancer,AUTO,14027
ENSG00000166886,Non-Cancer,AUTO,6582
ENSG00000183943,Non-Cancer,X,109238
ENSG00000103811,Non-Cancer,AUTO,28516
ENSG00000155252,Non-Cancer,AUTO,35748
ENSG00000072864,Non-Cancer,AUTO,83086
ENSG00000196990,Non-Cancer,AUTO,7782
ENSG00000141052,Non-Cancer,AUTO,103059
ENSG00000006432,Non-Cancer,AUTO,87008
ENSG00000170788,Non-Cancer,AUTO,20650
ENSG00000123384,Non-Cancer,AUTO,84858
ENSG00000203942,Non-Cancer,AUTO,1207
ENSG00000120068,Non-Cancer,AUTO,3562
ENSG00000032389,Non-Cancer,AUTO,188957
ENSG00000142515,Non-Cancer,AUTO,5849
ENSG00000165370,Non-Cancer,X,1526
ENSG00000170689,Non-Cancer,AUTO,5197
ENSG00000179431,Non-Cancer,AUTO,2449
ENSG00000099326,Non-Cancer,AUTO,11644
ENSG00000260027,Non-Cancer,AUTO,26345
ENSG00000148110,Non-Cancer,AUTO,86491
ENSG00000175899,Non-Cancer,AUTO,48565
ENSG00000153827,Non-Cancer,AUTO,159401
ENSG00000101282,Non-Cancer,AUTO,43812
ENSG00000166869,Non-Cancer,AUTO,4324
ENSG00000126602,Non-Cancer,AUTO,65958
ENSG00000197461,Non-Cancer,AUTO,23038
ENSG00000136944,Non-Cancer,AUTO,86589
ENSG00000151229,Non-Cancer,AUTO,351068
ENSG00000119004,Non-Cancer,AUTO,66671
ENSG00000136986,Non-Cancer,AUTO,29259
ENSG00000175920,Non-Cancer,AUTO,38162
ENSG00000048471,Non-Cancer,AUTO,597552
ENSG00000166326,Non-Cancer,AUTO,155202
ENSG00000198633,Non-Cancer,AUTO,23128
ENSG00000278053,Non-Cancer,AUTO,33725
ENSG00000125818,Non-Cancer,AUTO,76152
ENSG00000006744,Non-Cancer,AUTO,25796
ENSG00000180921,Non-Cancer,AUTO,9868
ENSG00000147180,Non-Cancer,X,29330
ENSG00000180116,Non-Cancer,AUTO,282133
ENSG00000184845,Non-Cancer,AUTO,4169
ENSG00000158987,Non-Cancer,AUTO,211315
ENSG00000110324,Non-Cancer,AUTO,16689
ENSG00000258405,Non-Cancer,AUTO,58578
ENSG00000112655,Non-Cancer,AUTO,85451
ENSG00000186462,Non-Cancer,X,2549
ENSG00000214026,Non-Cancer,AUTO,37244
ENSG00000077238,Non-Cancer,AUTO,51110
ENSG00000156925,Non-Cancer,X,11549
ENSG00000149451,Non-Cancer,AUTO,14281
ENSG00000169562,Non-Cancer,X,10322
ENSG00000166924,Non-Cancer,AUTO,10872
ENSG00000104064,Non-Cancer,AUTO,80016
ENSG00000244462,Non-Cancer,AUTO,16031
ENSG00000125895,Non-Cancer,AUTO,4854
ENSG00000114270,Non-Cancer,AUTO,31194
ENSG00000205678,Non-Cancer,AUTO,134211
ENSG00000215595,Non-Cancer,AUTO,4820
ENSG00000197329,Non-Cancer,AUTO,51802
ENSG00000101413,Non-Cancer,AUTO,94234
ENSG00000123171,Non-Cancer,AUTO,4251
ENSG00000215421,Non-Cancer,AUTO,467801
ENSG00000179163,Non-Cancer,AUTO,23217
ENSG00000011304,Non-Cancer,AUTO,15252
ENSG00000156471,Non-Cancer,AUTO,75280
ENSG00000157601,Non-Cancer,AUTO,38910
ENSG00000108622,Non-Cancer,AUTO,18040
ENSG00000131730,Non-Cancer,AUTO,33112
ENSG00000244005,Non-Cancer,AUTO,31304
ENSG00000125551,Non-Cancer,AUTO,10706
ENSG00000198959,Non-Cancer,AUTO,39191
ENSG00000156787,Non-Cancer,AUTO,110185
ENSG00000166123,Non-Cancer,AUTO,46919
ENSG00000146809,Non-Cancer,AUTO,72471
ENSG00000125879,Non-Cancer,AUTO,21704
ENSG00000069188,Non-Cancer,AUTO,309705
ENSG00000144224,Non-Cancer,AUTO,43436
ENSG00000104969,Non-Cancer,AUTO,28657
ENSG00000151465,Non-Cancer,AUTO,54624
ENSG00000146463,Non-Cancer,AUTO,153091
ENSG00000137449,Non-Cancer,AUTO,67479
ENSG00000179241,Non-Cancer,AUTO,288155
ENSG00000178591,Non-Cancer,AUTO,9844
ENSG00000182362,Non-Cancer,AUTO,11414
ENSG00000151778,Non-Cancer,AUTO,24049
ENSG00000156515,Non-Cancer,AUTO,131900
ENSG00000105617,Non-Cancer,AUTO,4721
ENSG00000128606,Non-Cancer,AUTO,31958
ENSG00000203499,Non-Cancer,AUTO,56504
ENSG00000224383,Non-Cancer,AUTO,5953
ENSG00000188822,Non-Cancer,AUTO,42836
ENSG00000130957,Non-Cancer,AUTO,35073
ENSG00000146005,Non-Cancer,AUTO,48645
ENSG00000133739,Non-Cancer,AUTO,38929
ENSG00000230257,Non-Cancer,AUTO,15419
ENSG00000185304,Non-Cancer,AUTO,69997
ENSG00000263874,Non-Cancer,AUTO,4216
ENSG00000004848,Non-Cancer,X,12726
ENSG00000039523,Non-Cancer,AUTO,28370
ENSG00000179820,Non-Cancer,AUTO,10214
ENSG00000113319,Non-Cancer,AUTO,269484
ENSG00000176244,Non-Cancer,AUTO,11253
ENSG00000214562,Non-Cancer,AUTO,13027
ENSG00000196811,Non-Cancer,AUTO,6676
ENSG00000100266,Non-Cancer,AUTO,179733
ENSG00000204444,Non-Cancer,AUTO,5794
ENSG00000006715,Non-Cancer,AUTO,209431
ENSG00000152464,Non-Cancer,AUTO,42638
ENSG00000159882,Non-Cancer,AUTO,10978
ENSG00000155329,Non-Cancer,AUTO,29619
ENSG00000165609,Non-Cancer,AUTO,30819
ENSG00000152465,Non-Cancer,AUTO,66109
ENSG00000108379,Non-Cancer,AUTO,70648
ENSG00000185513,Non-Cancer,AUTO,43270
ENSG00000047188,Non-Cancer,AUTO,81602
ENSG00000148660,Non-Cancer,AUTO,62090
ENSG00000204463,Non-Cancer,AUTO,13677
ENSG00000054803,Non-Cancer,AUTO,8032
ENSG00000112245,Non-Cancer,AUTO,61839
ENSG00000072121,Non-Cancer,AUTO,89216
ENSG00000113621,Non-Cancer,AUTO,27722
ENSG00000197885,Non-Cancer,AUTO,54931
ENSG00000186469,Non-Cancer,AUTO,153147
ENSG00000197016,Non-Cancer,AUTO,21400
ENSG00000131459,Non-Cancer,AUTO,52697
ENSG00000213918,Non-Cancer,AUTO,68415
ENSG00000163145,Non-Cancer,AUTO,106348
ENSG00000181896,Non-Cancer,AUTO,14713
ENSG00000229809,Non-Cancer,AUTO,3388
ENSG00000153832,Non-Cancer,AUTO,90807
ENSG00000127922,Non-Cancer,AUTO,228265
ENSG00000137478,Non-Cancer,AUTO,305516
ENSG00000145354,Non-Cancer,AUTO,23833
ENSG00000229089,Non-Cancer,AUTO,46236
ENSG00000197162,Non-Cancer,AUTO,12031
ENSG00000214078,Non-Cancer,AUTO,38925
ENSG00000174748,Non-Cancer,AUTO,7829
ENSG00000215045,Non-Cancer,AUTO,53974
ENSG00000163170,Non-Cancer,AUTO,12596
ENSG00000164037,Non-Cancer,AUTO,134691
ENSG00000099958,Non-Cancer,AUTO,4625
ENSG00000178184,Non-Cancer,AUTO,90314
ENSG00000101752,Non-Cancer,AUTO,166000
ENSG00000120690,Non-Cancer,AUTO,129412
ENSG00000170786,Non-Cancer,AUTO,20766
ENSG00000233436,Non-Cancer,AUTO,8267
ENSG00000126970,Non-Cancer,X,118911
ENSG00000122863,Non-Cancer,AUTO,49199
ENSG00000118513,Non-Cancer,AUTO,37858
ENSG00000254462,Non-Cancer,AUTO,78981
ENSG00000213593,Non-Cancer,AUTO,28373
ENSG00000101049,Non-Cancer,AUTO,29269
ENSG00000131264,Non-Cancer,X,7991
ENSG00000125851,Non-Cancer,AUTO,258471
ENSG00000186136,Non-Cancer,AUTO,944
ENSG00000197870,Non-Cancer,AUTO,3881
ENSG00000176774,Non-Cancer,X,2392
ENSG00000284662,Non-Cancer,AUTO,994
ENSG00000187997,Non-Cancer,AUTO,19824
ENSG00000163083,Non-Cancer,AUTO,5665
ENSG00000107742,Non-Cancer,AUTO,29997
ENSG00000093010,Non-Cancer,AUTO,28368
ENSG00000138311,Non-Cancer,AUTO,297819
ENSG00000232030,Non-Cancer,X,1223
ENSG00000242247,Non-Cancer,AUTO,61604
ENSG00000120688,Non-Cancer,AUTO,22732
ENSG00000230657,Non-Cancer,AUTO,3352
ENSG00000099381,Non-Cancer,AUTO,27370
ENSG00000176746,Non-Cancer,X,3206
ENSG00000243449,Non-Cancer,AUTO,1977
ENSG00000106868,Non-Cancer,AUTO,134623
ENSG00000211450,Non-Cancer,AUTO,2304
ENSG00000143924,Non-Cancer,AUTO,163198
ENSG00000172009,Non-Cancer,AUTO,30347
ENSG00000204952,Non-Cancer,AUTO,30970
ENSG00000166862,Non-Cancer,AUTO,139637
ENSG00000251655,Non-Cancer,AUTO,43743
ENSG00000139988,Non-Cancer,AUTO,32566
ENSG00000099377,Non-Cancer,AUTO,3945
ENSG00000101892,Non-Cancer,X,21164
ENSG00000146409,Non-Cancer,AUTO,29183
ENSG00000006042,Non-Cancer,AUTO,17196
ENSG00000111652,Non-Cancer,AUTO,8134
ENSG00000121335,Non-Cancer,AUTO,109501
ENSG00000174738,Non-Cancer,AUTO,35358
ENSG00000087495,Non-Cancer,AUTO,270202
ENSG00000110422,Non-Cancer,AUTO,100351
ENSG00000102606,Non-Cancer,AUTO,191178
ENSG00000108018,Non-Cancer,AUTO,590871
ENSG00000112306,Non-Cancer,AUTO,3123
ENSG00000160298,Non-Cancer,AUTO,23694
ENSG00000115468,Non-Cancer,AUTO,76724
ENSG00000054356,Non-Cancer,AUTO,20025
ENSG00000069424,Non-Cancer,AUTO,109727
ENSG00000175265,Non-Cancer,AUTO,58398
ENSG00000115289,Non-Cancer,AUTO,3537
ENSG00000099889,Non-Cancer,AUTO,46912
ENSG00000240230,Non-Cancer,AUTO,76821
ENSG00000183628,Non-Cancer,AUTO,8210
ENSG00000105429,Non-Cancer,AUTO,53160
ENSG00000168010,Non-Cancer,AUTO,29366
ENSG00000077147,Non-Cancer,AUTO,69343
ENSG00000163060,Non-Cancer,AUTO,5396
ENSG00000105963,Non-Cancer,AUTO,57506
ENSG00000144857,Non-Cancer,AUTO,76456
ENSG00000189266,Non-Cancer,AUTO,4353
ENSG00000221944,Non-Cancer,AUTO,2624
ENSG00000105708,Non-Cancer,AUTO,22626
ENSG00000185926,Non-Cancer,AUTO,929
ENSG00000135930,Non-Cancer,AUTO,33592
ENSG00000167536,Non-Cancer,AUTO,5290
ENSG00000186081,Non-Cancer,AUTO,6112
ENSG00000125788,Non-Cancer,AUTO,3382
ENSG00000152705,Non-Cancer,AUTO,43801
ENSG00000185561,Non-Cancer,AUTO,7648
ENSG00000147251,Non-Cancer,X,190265
ENSG00000198576,Non-Cancer,AUTO,3428
ENSG00000184470,Non-Cancer,AUTO,66475
ENSG00000178997,Non-Cancer,AUTO,48018
ENSG00000158352,Non-Cancer,X,222655
ENSG00000188408,Non-Cancer,X,2101
ENSG00000088782,Non-Cancer,AUTO,1693
ENSG00000185982,Non-Cancer,AUTO,1828
ENSG00000132570,Non-Cancer,AUTO,103053
ENSG00000152795,Non-Cancer,AUTO,7844
ENSG00000234616,Non-Cancer,AUTO,24508
ENSG00000130385,Non-Cancer,X,5823
ENSG00000206530,Non-Cancer,AUTO,154663
ENSG00000152266,Non-Cancer,AUTO,4126
ENSG00000141338,Non-Cancer,AUTO,88100
ENSG00000167653,Non-Cancer,AUTO,12416
ENSG00000283654,Non-Cancer,AUTO,5927
ENSG00000169155,Non-Cancer,AUTO,33204
ENSG00000081665,Non-Cancer,AUTO,35912
ENSG00000275074,Non-Cancer,AUTO,2547
ENSG00000136883,Non-Cancer,AUTO,13165
ENSG00000179933,Non-Cancer,AUTO,5697
ENSG00000137269,Non-Cancer,AUTO,129624
ENSG00000100813,Non-Cancer,AUTO,37050
ENSG00000276203,Non-Cancer,AUTO,46320
ENSG00000007402,Non-Cancer,AUTO,141445
ENSG00000129682,Non-Cancer,X,608046
ENSG00000005893,Non-Cancer,X,41538
ENSG00000136834,Non-Cancer,AUTO,968
ENSG00000107554,Non-Cancer,AUTO,134342
ENSG00000183475,Non-Cancer,AUTO,49171
ENSG00000109911,Non-Cancer,AUTO,280628
ENSG00000054654,Non-Cancer,AUTO,373450
ENSG00000113300,Non-Cancer,AUTO,83993
ENSG00000204420,Non-Cancer,AUTO,8120
ENSG00000149927,Non-Cancer,AUTO,17761
ENSG00000140471,Non-Cancer,AUTO,43861
ENSG00000164466,Non-Cancer,AUTO,52680
ENSG00000160013,Non-Cancer,AUTO,4650
ENSG00000138587,Non-Cancer,AUTO,43593
ENSG00000049656,Non-Cancer,AUTO,27355
ENSG00000170606,Non-Cancer,AUTO,54487
ENSG00000150459,Non-Cancer,AUTO,8570
ENSG00000151849,Non-Cancer,AUTO,40605
ENSG00000160216,Non-Cancer,AUTO,121350
ENSG00000083635,Non-Cancer,AUTO,50234
ENSG00000125864,Non-Cancer,AUTO,75315
ENSG00000137802,Non-Cancer,AUTO,53421
ENSG00000151575,Non-Cancer,AUTO,201988
ENSG00000145247,Non-Cancer,AUTO,21918
ENSG00000160180,Non-Cancer,AUTO,3984
ENSG00000133114,Non-Cancer,AUTO,48140
ENSG00000119333,Non-Cancer,AUTO,23126
ENSG00000155660,Non-Cancer,AUTO,25579
ENSG00000158955,Non-Cancer,AUTO,53529
ENSG00000137309,Non-Cancer,AUTO,9358
ENSG00000167186,Non-Cancer,AUTO,12496
ENSG00000197694,Non-Cancer,AUTO,81104
ENSG00000167716,Non-Cancer,AUTO,22076
ENSG00000154258,Non-Cancer,AUTO,86576
ENSG00000171298,Non-Cancer,AUTO,18323
ENSG00000176988,Non-Cancer,X,45338
ENSG00000125903,Non-Cancer,AUTO,2628
ENSG00000176473,Non-Cancer,AUTO,153885
ENSG00000181195,Non-Cancer,AUTO,10060
ENSG00000197362,Non-Cancer,AUTO,21139
ENSG00000141279,Non-Cancer,AUTO,100334
ENSG00000115850,Non-Cancer,AUTO,49340
ENSG00000196646,Non-Cancer,AUTO,26817
ENSG00000204947,Non-Cancer,AUTO,23562
ENSG00000204421,Non-Cancer,AUTO,3197
ENSG00000167414,Non-Cancer,AUTO,609
ENSG00000169592,Non-Cancer,AUTO,10499
ENSG00000157890,Non-Cancer,AUTO,358668
ENSG00000204116,Non-Cancer,X,123902
ENSG00000122824,Non-Cancer,X,5294
ENSG00000186458,Non-Cancer,AUTO,3360
ENSG00000167114,Non-Cancer,AUTO,20824
ENSG00000107789,Non-Cancer,AUTO,48585
ENSG00000196476,Non-Cancer,AUTO,19915
ENSG00000187690,Non-Cancer,X,1928
ENSG00000244588,Non-Cancer,AUTO,70365
ENSG00000170537,Non-Cancer,AUTO,80008
ENSG00000197601,Non-Cancer,AUTO,63676
ENSG00000113648,Non-Cancer,AUTO,66014
ENSG00000157593,Non-Cancer,AUTO,3794
ENSG00000131697,Non-Cancer,AUTO,129662
ENSG00000197380,Non-Cancer,AUTO,13526
ENSG00000120948,Non-Cancer,AUTO,14076
ENSG00000247315,Non-Cancer,AUTO,3353
ENSG00000140105,Non-Cancer,AUTO,43017
ENSG00000132205,Non-Cancer,AUTO,68963
ENSG00000108639,Non-Cancer,AUTO,4969
ENSG00000157911,Non-Cancer,AUTO,9833
ENSG00000105287,Non-Cancer,AUTO,42852
ENSG00000118482,Non-Cancer,AUTO,143516
ENSG00000167562,Non-Cancer,AUTO,31717
ENSG00000101298,Non-Cancer,AUTO,43012
ENSG00000225190,Non-Cancer,AUTO,54849
ENSG00000221840,Non-Cancer,AUTO,1070
ENSG00000214063,Non-Cancer,AUTO,24308
ENSG00000141448,Non-Cancer,AUTO,33085
ENSG00000163956,Non-Cancer,AUTO,26183
ENSG00000103522,Non-Cancer,AUTO,49880
ENSG00000148843,Non-Cancer,AUTO,49644
ENSG00000108557,Non-Cancer,AUTO,129980
ENSG00000198482,Non-Cancer,AUTO,36812
ENSG00000197951,Non-Cancer,AUTO,31217
ENSG00000157916,Non-Cancer,AUTO,13669
ENSG00000167751,Non-Cancer,AUTO,18999
ENSG00000115297,Non-Cancer,AUTO,3684
ENSG00000224960,Non-Cancer,X,3130
ENSG00000185818,Non-Cancer,AUTO,9577
ENSG00000049449,Non-Cancer,AUTO,14851
ENSG00000137275,Non-Cancer,AUTO,51196
ENSG00000072310,Non-Cancer,AUTO,26603
ENSG00000165512,Non-Cancer,AUTO,4851
ENSG00000172940,Non-Cancer,AUTO,12503
ENSG00000188766,Non-Cancer,AUTO,11166
ENSG00000185942,Non-Cancer,AUTO,751061
ENSG00000186994,Non-Cancer,AUTO,20678
ENSG00000168269,Non-Cancer,AUTO,3828
ENSG00000155428,Non-Cancer,AUTO,9981
ENSG00000124089,Non-Cancer,AUTO,1083
ENSG00000146232,Non-Cancer,AUTO,7622
ENSG00000115137,Non-Cancer,AUTO,28458
ENSG00000124429,Non-Cancer,X,102347
ENSG00000188107,Non-Cancer,AUTO,1987245
ENSG00000177732,Non-Cancer,AUTO,4629
ENSG00000168028,Non-Cancer,AUTO,5853
ENSG00000171853,Non-Cancer,AUTO,105419
ENSG00000186567,Non-Cancer,AUTO,22081
ENSG00000149929,Non-Cancer,AUTO,4115
ENSG00000148680,Non-Cancer,AUTO,116875
ENSG00000150244,Non-Cancer,AUTO,8937
ENSG00000203797,Non-Cancer,AUTO,23791
ENSG00000092010,Non-Cancer,AUTO,2809
ENSG00000109943,Non-Cancer,AUTO,34139
ENSG00000130997,Non-Cancer,AUTO,170203
ENSG00000197024,Non-Cancer,AUTO,56386
ENSG00000233927,Non-Cancer,AUTO,2182
ENSG00000144045,Non-Cancer,AUTO,8205
ENSG00000087502,Non-Cancer,AUTO,43837
ENSG00000110442,Non-Cancer,AUTO,20165
ENSG00000212710,Non-Cancer,AUTO,4314
ENSG00000069345,Non-Cancer,AUTO,18426
ENSG00000092295,Non-Cancer,AUTO,15318
ENSG00000198682,Non-Cancer,AUTO,88092
ENSG00000104938,Non-Cancer,AUTO,6456
ENSG00000185262,Non-Cancer,AUTO,6097
ENSG00000197233,Non-Cancer,AUTO,941
ENSG00000267855,Non-Cancer,AUTO,12628
ENSG00000239590,Non-Cancer,AUTO,941
ENSG00000171505,Non-Cancer,AUTO,938
ENSG00000073008,Non-Cancer,AUTO,19785
ENSG00000268182,Non-Cancer,AUTO,12621
ENSG00000183260,Non-Cancer,AUTO,1490
ENSG00000171501,Non-Cancer,AUTO,1102
ENSG00000171496,Non-Cancer,AUTO,16267
ENSG00000123454,Non-Cancer,AUTO,22984
ENSG00000124098,Non-Cancer,AUTO,9748
ENSG00000128294,Non-Cancer,AUTO,74734
ENSG00000170265,Non-Cancer,AUTO,30763
ENSG00000167775,Non-Cancer,AUTO,6229
ENSG00000214367,Non-Cancer,AUTO,14700
ENSG00000180316,Non-Cancer,AUTO,69026
ENSG00000160886,Non-Cancer,AUTO,5016
ENSG00000105701,Non-Cancer,AUTO,12326
ENSG00000178233,Non-Cancer,AUTO,37040
ENSG00000124608,Non-Cancer,AUTO,13672
ENSG00000196368,Non-Cancer,X,6585
ENSG00000167118,Non-Cancer,AUTO,20697
ENSG00000163611,Non-Cancer,AUTO,72469
ENSG00000213892,Non-Cancer,AUTO,11563
ENSG00000076003,Non-Cancer,AUTO,36800
ENSG00000172830,Non-Cancer,AUTO,9159
ENSG00000224109,Non-Cancer,X,1944
ENSG00000216588,Non-Cancer,AUTO,23151
ENSG00000182698,Non-Cancer,AUTO,5768
ENSG00000283093,Non-Cancer,X,1619
ENSG00000223591,Non-Cancer,X,1619
ENSG00000127533,Non-Cancer,AUTO,3746
ENSG00000136247,Non-Cancer,AUTO,11940
ENSG00000146221,Non-Cancer,AUTO,18945
ENSG00000160111,Non-Cancer,AUTO,133868
ENSG00000189077,Non-Cancer,AUTO,7822
ENSG00000064763,Non-Cancer,AUTO,191877
ENSG00000249481,Non-Cancer,AUTO,34507
ENSG00000168453,Non-Cancer,AUTO,18969
ENSG00000221968,Non-Cancer,AUTO,18532
ENSG00000101577,Non-Cancer,AUTO,96321
ENSG00000139154,Non-Cancer,AUTO,316756
ENSG00000135211,Non-Cancer,AUTO,4852
ENSG00000158555,Non-Cancer,AUTO,91263
ENSG00000197857,Non-Cancer,AUTO,70201
ENSG00000069011,Non-Cancer,AUTO,7078
ENSG00000160181,Non-Cancer,AUTO,4771
ENSG00000100908,Non-Cancer,AUTO,2629
ENSG00000204262,Non-Cancer,AUTO,147983
ENSG00000151846,Non-Cancer,AUTO,3386
ENSG00000100296,Non-Cancer,AUTO,49337
ENSG00000126062,Non-Cancer,AUTO,4861
ENSG00000126249,Non-Cancer,AUTO,21784
ENSG00000135999,Non-Cancer,AUTO,143128
ENSG00000138594,Non-Cancer,AUTO,117667
ENSG00000196739,Non-Cancer,AUTO,156951
ENSG00000146376,Non-Cancer,AUTO,134093
ENSG00000105220,Non-Cancer,AUTO,42933
ENSG00000184254,Non-Cancer,AUTO,38912
ENSG00000124523,Non-Cancer,AUTO,40629
ENSG00000137648,Non-Cancer,AUTO,44878
ENSG00000105427,Non-Cancer,AUTO,3268
ENSG00000165023,Non-Cancer,AUTO,33273
ENSG00000077264,Non-Cancer,X,283076
ENSG00000125868,Non-Cancer,AUTO,40056
ENSG00000160182,Non-Cancer,AUTO,4312
